Zeit,Zeit (UTC),Zählerstand Bezug (Wh),Zählerstand Einspeisung (Wh),Leistung Bezug (W),Leistung Einspeisung (W)
12.04.2020 13:30,12.04.2020 11:30,149314,695700,0,8986
12.04.2020 13:45,12.04.2020 11:45,149314,698177,0,9907
12.04.2020 14:00,12.04.2020 12:00,149314,700294,0,8471
12.04.2020 14:15,12.04.2020 12:15,149314,702661,0,9466
12.04.2020 14:30,12.04.2020 12:30,149314,704979,0,9273
12.04.2020 14:45,12.04.2020 12:45,149314,707286,0,9225
12.04.2020 15:00,12.04.2020 13:00,149314,709551,0,9061
12.04.2020 15:15,12.04.2020 13:15,149314,711743,0,8766
12.04.2020 15:30,12.04.2020 13:30,149314,713820,0,8306
12.04.2020 15:45,12.04.2020 13:45,149314,715823,0,8013
12.04.2020 16:00,12.04.2020 14:00,149314,717753,0,7721
12.04.2020 16:15,12.04.2020 14:15,149314,719580,0,7307
12.04.2020 16:30,12.04.2020 14:30,149314,721354,0,7095
12.04.2020 16:45,12.04.2020 14:45,149314,723017,0,6650
12.04.2020 17:00,12.04.2020 15:00,149314,724577,0,6241
12.04.2020 17:15,12.04.2020 15:15,149314,726011,0,5736
12.04.2020 17:30,12.04.2020 15:30,149314,727250,0,4956
12.04.2020 17:45,12.04.2020 15:45,149314,728408,0,4630
12.04.2020 18:00,12.04.2020 16:00,149314,729457,0,4196
12.04.2020 18:15,12.04.2020 16:15,149314,730323,0,3465
12.04.2020 18:30,12.04.2020 16:30,149314,731024,0,2802
12.04.2020 18:45,12.04.2020 16:45,149469,731091,621,268
12.04.2020 19:00,12.04.2020 17:00,149587,731143,471,206
12.04.2020 19:15,12.04.2020 17:15,149680,731198,371,222
12.04.2020 19:30,12.04.2020 17:30,149680,731258,0,236
12.04.2020 19:45,12.04.2020 17:45,149700,731267,78,39
12.04.2020 20:00,12.04.2020 18:00,150123,731267,1693,0
12.04.2020 20:15,12.04.2020 18:15,150219,731267,385,0
12.04.2020 20:30,12.04.2020 18:30,150709,731267,1958,0
12.04.2020 20:45,12.04.2020 18:45,150810,731267,404,0
12.04.2020 21:00,12.04.2020 19:00,150937,731267,505,0
12.04.2020 21:15,12.04.2020 19:15,151036,731267,395,0
12.04.2020 21:30,12.04.2020 19:30,151125,731267,355,0
12.04.2020 21:45,12.04.2020 19:45,151202,731267,309,0
12.04.2020 22:00,12.04.2020 20:00,151288,731267,344,0
12.04.2020 22:15,12.04.2020 20:15,151392,731267,416,0
12.04.2020 22:30,12.04.2020 20:30,151517,731267,500,0
12.04.2020 22:45,12.04.2020 20:45,151601,731267,334,0
12.04.2020 23:00,12.04.2020 21:00,151681,731267,321,0
12.04.2020 23:15,12.04.2020 21:15,151759,731267,310,0
12.04.2020 23:30,12.04.2020 21:30,151870,731267,443,0
12.04.2020 23:45,12.04.2020 21:45,151945,731267,300,0
13.04.2020 00:00,12.04.2020 22:00,151983,731267,151,0
13.04.2020 00:15,12.04.2020 22:15,152026,731267,172,0
13.04.2020 00:30,12.04.2020 22:30,152078,731267,209,0
13.04.2020 00:45,12.04.2020 22:45,152132,731267,213,0
13.04.2020 01:00,12.04.2020 23:00,152185,731267,212,0
13.04.2020 01:15,12.04.2020 23:15,152230,731267,179,0
13.04.2020 01:30,12.04.2020 23:30,152274,731267,179,0
13.04.2020 01:45,12.04.2020 23:45,152318,731267,176,0
13.04.2020 02:00,13.04.2020 00:00,152383,731267,258,0
13.04.2020 02:15,13.04.2020 00:15,152448,731267,257,0
13.04.2020 02:30,13.04.2020 00:30,152507,731267,239,0
13.04.2020 02:45,13.04.2020 00:45,152574,731267,266,0
13.04.2020 03:00,13.04.2020 01:00,152631,731267,227,0
13.04.2020 03:15,13.04.2020 01:15,152689,731267,232,0
13.04.2020 03:30,13.04.2020 01:30,152768,731267,318,0
13.04.2020 03:45,13.04.2020 01:45,152831,731267,248,0
13.04.2020 04:00,13.04.2020 02:00,152886,731267,222,0
13.04.2020 04:15,13.04.2020 02:15,152961,731267,297,0
13.04.2020 04:30,13.04.2020 02:30,153036,731267,299,0
13.04.2020 04:45,13.04.2020 02:45,153117,731267,325,0
13.04.2020 05:00,13.04.2020 03:00,153180,731267,250,0
13.04.2020 05:15,13.04.2020 03:15,153243,731267,253,0
13.04.2020 05:30,13.04.2020 03:30,153308,731267,259,0
13.04.2020 05:45,13.04.2020 03:45,153379,731267,285,0
13.04.2020 06:00,13.04.2020 04:00,153459,731267,318,0
13.04.2020 06:15,13.04.2020 04:15,153519,731267,238,0
13.04.2020 06:30,13.04.2020 04:30,153583,731267,256,0
13.04.2020 06:45,13.04.2020 04:45,153672,731267,356,0
13.04.2020 07:00,13.04.2020 05:00,153738,731267,262,0
13.04.2020 07:15,13.04.2020 05:15,153762,731267,99,0
13.04.2020 07:30,13.04.2020 05:30,153777,731284,58,65
13.04.2020 07:45,13.04.2020 05:45,153777,731331,0,189
13.04.2020 08:00,13.04.2020 06:00,153867,731432,361,402
13.04.2020 08:15,13.04.2020 06:15,153867,731909,0,1908
13.04.2020 08:30,13.04.2020 06:30,153867,732598,0,2756
13.04.2020 08:45,13.04.2020 06:45,153867,733418,0,3279
13.04.2020 09:00,13.04.2020 07:00,153867,734139,0,2886
13.04.2020 09:15,13.04.2020 07:15,153867,735229,0,4360
13.04.2020 09:30,13.04.2020 07:30,153867,736792,0,6251
13.04.2020 09:45,13.04.2020 07:45,153867,738331,0,6156
13.04.2020 10:00,13.04.2020 08:00,153867,740299,0,7870
13.04.2020 10:15,13.04.2020 08:15,153867,741589,0,5159
13.04.2020 10:30,13.04.2020 08:30,153867,743231,0,6570
13.04.2020 10:45,13.04.2020 08:45,153870,744575,11,5374
13.04.2020 11:00,13.04.2020 09:00,153870,746871,0,9182
13.04.2020 11:15,13.04.2020 09:15,153870,749390,0,10077
13.04.2020 11:30,13.04.2020 09:30,153870,751988,0,10392
13.04.2020 11:45,13.04.2020 09:45,153870,754736,0,10989
13.04.2020 12:00,13.04.2020 10:00,153870,756738,0,8010
13.04.2020 12:15,13.04.2020 10:15,153870,759332,0,10373
13.04.2020 12:30,13.04.2020 10:30,153870,761498,0,8665
13.04.2020 12:45,13.04.2020 10:45,153870,764120,0,10485
13.04.2020 13:00,13.04.2020 11:00,153870,766759,0,10556
13.04.2020 13:15,13.04.2020 11:15,153870,769085,0,9305
13.04.2020 13:30,13.04.2020 11:30,153870,771530,0,9777
13.04.2020 13:45,13.04.2020 11:45,153870,773437,0,7628
13.04.2020 14:00,13.04.2020 12:00,153870,776218,0,11127
13.04.2020 14:15,13.04.2020 12:15,153870,777740,0,6088
13.04.2020 14:30,13.04.2020 12:30,153870,779391,0,6601
13.04.2020 14:45,13.04.2020 12:45,153870,780847,0,5826
13.04.2020 15:00,13.04.2020 13:00,153870,783081,0,8932
13.04.2020 15:15,13.04.2020 13:15,153870,784770,0,6759
13.04.2020 15:30,13.04.2020 13:30,153870,785943,0,4690
13.04.2020 15:45,13.04.2020 13:45,153870,787428,0,5939
13.04.2020 16:00,13.04.2020 14:00,153870,789756,0,9314
13.04.2020 16:15,13.04.2020 14:15,153870,791474,0,6869
13.04.2020 16:30,13.04.2020 14:30,153871,792084,1,2441
13.04.2020 16:45,13.04.2020 14:45,153873,793078,8,3974
13.04.2020 17:00,13.04.2020 15:00,153873,794251,0,4692
13.04.2020 17:15,13.04.2020 15:15,153873,795043,0,3167
13.04.2020 17:30,13.04.2020 15:30,153873,795493,0,1800
13.04.2020 17:45,13.04.2020 15:45,153876,796350,12,3427
13.04.2020 18:00,13.04.2020 16:00,153994,796450,474,400
13.04.2020 18:15,13.04.2020 16:15,154038,796662,173,846
13.04.2020 18:30,13.04.2020 16:30,154038,797054,0,1569
13.04.2020 18:45,13.04.2020 16:45,154053,797506,61,1807
13.04.2020 19:00,13.04.2020 17:00,154321,797510,1070,17
13.04.2020 19:15,13.04.2020 17:15,154644,797517,1292,24
13.04.2020 19:30,13.04.2020 17:30,154644,797566,0,197
13.04.2020 19:45,13.04.2020 17:45,154659,797579,59,49
13.04.2020 20:00,13.04.2020 18:00,154770,797579,445,0
13.04.2020 20:15,13.04.2020 18:15,154863,797579,370,0
13.04.2020 20:30,13.04.2020 18:30,154960,797579,388,0
13.04.2020 20:45,13.04.2020 18:45,155052,797579,368,0
13.04.2020 21:00,13.04.2020 19:00,155199,797579,585,0
13.04.2020 21:15,13.04.2020 19:15,155319,797579,479,0
13.04.2020 21:30,13.04.2020 19:30,155408,797579,359,0
13.04.2020 21:45,13.04.2020 19:45,155500,797579,364,0
13.04.2020 22:00,13.04.2020 20:00,155603,797579,413,0
13.04.2020 22:15,13.04.2020 20:15,155704,797579,403,0
13.04.2020 22:30,13.04.2020 20:30,155802,797579,393,0
13.04.2020 22:45,13.04.2020 20:45,155903,797579,403,0
13.04.2020 23:00,13.04.2020 21:00,155980,797579,308,0
13.04.2020 23:15,13.04.2020 21:15,156108,797579,509,0
13.04.2020 23:30,13.04.2020 21:30,156190,797579,331,0
13.04.2020 23:45,13.04.2020 21:45,156301,797579,443,0
14.04.2020 00:00,13.04.2020 22:00,156369,797579,272,0
14.04.2020 00:15,13.04.2020 22:15,156436,797579,267,0
14.04.2020 00:30,13.04.2020 22:30,156525,797579,356,0
14.04.2020 00:45,13.04.2020 22:45,156594,797579,273,0
14.04.2020 01:00,13.04.2020 23:00,156696,797579,409,0
14.04.2020 01:15,13.04.2020 23:15,156777,797579,322,0
14.04.2020 01:30,13.04.2020 23:30,156851,797579,296,0
14.04.2020 01:45,13.04.2020 23:45,156929,797579,312,0
14.04.2020 02:00,14.04.2020 00:00,157010,797579,324,0
14.04.2020 02:15,14.04.2020 00:15,157098,797579,350,0
14.04.2020 02:30,14.04.2020 00:30,157169,797579,284,0
14.04.2020 02:45,14.04.2020 00:45,157252,797579,330,0
14.04.2020 03:00,14.04.2020 01:00,157335,797579,333,0
14.04.2020 03:15,14.04.2020 01:15,157406,797579,285,0
14.04.2020 03:30,14.04.2020 01:30,157500,797579,374,0
14.04.2020 03:45,14.04.2020 01:45,157598,797579,390,0
14.04.2020 04:00,14.04.2020 02:00,157663,797579,261,0
14.04.2020 04:15,14.04.2020 02:15,157728,797579,260,0
14.04.2020 04:30,14.04.2020 02:30,157826,797579,390,0
14.04.2020 04:45,14.04.2020 02:45,157930,797579,418,0
14.04.2020 05:00,14.04.2020 03:00,158019,797579,355,0
14.04.2020 05:15,14.04.2020 03:15,158102,797579,332,0
14.04.2020 05:30,14.04.2020 03:30,158180,797579,311,0
14.04.2020 05:45,14.04.2020 03:45,158270,797579,360,0
14.04.2020 06:00,14.04.2020 04:00,158367,797579,386,0
14.04.2020 06:15,14.04.2020 04:15,158460,797579,372,0
14.04.2020 06:30,14.04.2020 04:30,158568,797579,433,0
14.04.2020 06:45,14.04.2020 04:45,158633,797579,260,0
14.04.2020 07:00,14.04.2020 05:00,158679,797579,180,0
14.04.2020 07:15,14.04.2020 05:15,158849,797580,679,3
14.04.2020 07:30,14.04.2020 05:30,158849,797658,0,312
14.04.2020 07:45,14.04.2020 05:45,158849,797873,0,862
14.04.2020 08:00,14.04.2020 06:00,158849,798372,0,1993
14.04.2020 08:15,14.04.2020 06:15,158849,799084,0,2849
14.04.2020 08:30,14.04.2020 06:30,158849,799980,0,3581
14.04.2020 08:45,14.04.2020 06:45,158849,801053,0,4292
14.04.2020 09:00,14.04.2020 07:00,158849,802339,0,5146
14.04.2020 09:15,14.04.2020 07:15,158849,803847,0,6029
14.04.2020 09:30,14.04.2020 07:30,158849,805584,0,6946
14.04.2020 09:45,14.04.2020 07:45,158849,807386,0,7208
14.04.2020 10:00,14.04.2020 08:00,158849,809335,0,7796
14.04.2020 10:15,14.04.2020 08:15,158849,811469,0,8535
14.04.2020 10:30,14.04.2020 08:30,158849,813733,0,9057
14.04.2020 10:45,14.04.2020 08:45,158849,816124,0,9561
14.04.2020 11:00,14.04.2020 09:00,158849,818395,0,9085
14.04.2020 11:15,14.04.2020 09:15,158849,820628,0,8933
14.04.2020 11:30,14.04.2020 09:30,158849,823457,0,11314
14.04.2020 11:45,14.04.2020 09:45,158849,825982,0,10099
14.04.2020 12:00,14.04.2020 10:00,158849,827963,0,7924
14.04.2020 12:15,14.04.2020 10:15,158849,830478,0,10061
14.04.2020 12:30,14.04.2020 10:30,158849,833395,0,11666
14.04.2020 12:45,14.04.2020 10:45,158849,836375,0,11918
14.04.2020 13:00,14.04.2020 11:00,158849,838804,0,9716
14.04.2020 13:15,14.04.2020 11:15,158849,841672,0,11473
14.04.2020 13:30,14.04.2020 11:30,158849,843257,0,6341
14.04.2020 13:45,14.04.2020 11:45,158849,845537,0,9117
14.04.2020 14:00,14.04.2020 12:00,158849,846795,0,5032
14.04.2020 14:15,14.04.2020 12:15,158849,849413,0,10473
14.04.2020 14:30,14.04.2020 12:30,158849,852256,0,11371
14.04.2020 14:45,14.04.2020 12:45,158849,853706,0,5799
14.04.2020 15:00,14.04.2020 13:00,158849,854579,0,3494
14.04.2020 15:15,14.04.2020 13:15,158849,856059,0,5918
14.04.2020 15:30,14.04.2020 13:30,158849,856917,0,3430
14.04.2020 15:45,14.04.2020 13:45,158849,858586,0,6676
14.04.2020 16:00,14.04.2020 14:00,158849,859342,0,3024
14.04.2020 16:15,14.04.2020 14:15,158849,860907,0,6261
14.04.2020 16:30,14.04.2020 14:30,158849,861467,0,2237
14.04.2020 16:45,14.04.2020 14:45,158849,862050,0,2333
14.04.2020 17:00,14.04.2020 15:00,158849,862687,0,2549
14.04.2020 17:15,14.04.2020 15:15,158849,863251,0,2253
14.04.2020 17:30,14.04.2020 15:30,158849,863656,0,1621
14.04.2020 17:45,14.04.2020 15:45,158849,864191,0,2138
14.04.2020 18:00,14.04.2020 16:00,158849,864708,0,2068
14.04.2020 18:15,14.04.2020 16:15,158849,865091,0,1531
14.04.2020 18:30,14.04.2020 16:30,158849,865531,0,1760
14.04.2020 18:45,14.04.2020 16:45,158849,865860,0,1318
14.04.2020 19:00,14.04.2020 17:00,158897,866092,191,924
14.04.2020 19:15,14.04.2020 17:15,159411,866092,2057,2
14.04.2020 19:30,14.04.2020 17:30,159767,866095,1425,11
14.04.2020 19:45,14.04.2020 17:45,159798,866098,120,12
14.04.2020 20:00,14.04.2020 18:00,159848,866098,201,0
14.04.2020 20:15,14.04.2020 18:15,160000,866098,609,0
14.04.2020 20:30,14.04.2020 18:30,160120,866098,480,0
14.04.2020 20:45,14.04.2020 18:45,160199,866098,313,0
14.04.2020 21:00,14.04.2020 19:00,160276,866098,307,0
14.04.2020 21:15,14.04.2020 19:15,160407,866098,524,0
14.04.2020 21:30,14.04.2020 19:30,160525,866098,471,0
14.04.2020 21:45,14.04.2020 19:45,160624,866098,398,0
14.04.2020 22:00,14.04.2020 20:00,160768,866098,575,0
14.04.2020 22:15,14.04.2020 20:15,160887,866098,475,0
14.04.2020 22:30,14.04.2020 20:30,161009,866098,490,0
14.04.2020 22:45,14.04.2020 20:45,161183,866098,692,0
14.04.2020 23:00,14.04.2020 21:00,161269,866098,345,0
14.04.2020 23:15,14.04.2020 21:15,161354,866098,341,0
14.04.2020 23:30,14.04.2020 21:30,161433,866098,313,0
14.04.2020 23:45,14.04.2020 21:45,161509,866098,307,0
15.04.2020 00:00,14.04.2020 22:00,161609,866098,399,0
15.04.2020 00:15,14.04.2020 22:15,161698,866098,355,0
15.04.2020 00:30,14.04.2020 22:30,161776,866098,311,0
15.04.2020 00:45,14.04.2020 22:45,161860,866098,336,0
15.04.2020 01:00,14.04.2020 23:00,161941,866098,321,0
15.04.2020 01:15,14.04.2020 23:15,162037,866098,386,0
15.04.2020 01:30,14.04.2020 23:30,162136,866098,394,0
15.04.2020 01:45,14.04.2020 23:45,162214,866098,314,0
15.04.2020 02:00,15.04.2020 00:00,162305,866098,361,0
15.04.2020 02:15,15.04.2020 00:15,162392,866098,350,0
15.04.2020 02:30,15.04.2020 00:30,162493,866098,402,0
15.04.2020 02:45,15.04.2020 00:45,162586,866098,374,0
15.04.2020 03:00,15.04.2020 01:00,162662,866098,302,0
15.04.2020 03:15,15.04.2020 01:15,162749,866098,346,0
15.04.2020 03:30,15.04.2020 01:30,162827,866098,311,0
15.04.2020 03:45,15.04.2020 01:45,162927,866098,400,0
15.04.2020 04:00,15.04.2020 02:00,163017,866098,361,0
15.04.2020 04:15,15.04.2020 02:15,163113,866098,382,0
15.04.2020 04:30,15.04.2020 02:30,163201,866098,351,0
15.04.2020 04:45,15.04.2020 02:45,163279,866098,311,0
15.04.2020 05:00,15.04.2020 03:00,163361,866098,330,0
15.04.2020 05:15,15.04.2020 03:15,163458,866098,386,0
15.04.2020 05:30,15.04.2020 03:30,163551,866098,373,0
15.04.2020 05:45,15.04.2020 03:45,163640,866098,355,0
15.04.2020 06:00,15.04.2020 04:00,163714,866098,295,0
15.04.2020 06:15,15.04.2020 04:15,163817,866098,411,0
15.04.2020 06:30,15.04.2020 04:30,164075,866098,1032,0
15.04.2020 06:45,15.04.2020 04:45,164166,866098,363,0
15.04.2020 07:00,15.04.2020 05:00,164262,866098,383,0
15.04.2020 07:15,15.04.2020 05:15,164377,866107,462,33
15.04.2020 07:30,15.04.2020 05:30,164377,866200,0,375
15.04.2020 07:45,15.04.2020 05:45,164377,866356,0,620
15.04.2020 08:00,15.04.2020 06:00,164377,866566,0,842
15.04.2020 08:15,15.04.2020 06:15,164377,866864,0,1191
15.04.2020 08:30,15.04.2020 06:30,164377,867298,0,1735
15.04.2020 08:45,15.04.2020 06:45,164377,867957,0,2635
15.04.2020 09:00,15.04.2020 07:00,164377,869030,0,4294
15.04.2020 09:15,15.04.2020 07:15,164377,870168,0,4551
15.04.2020 09:30,15.04.2020 07:30,164377,871565,0,5584
15.04.2020 09:45,15.04.2020 07:45,164377,873168,0,6414
15.04.2020 10:00,15.04.2020 08:00,164377,874910,0,6966
15.04.2020 10:15,15.04.2020 08:15,164377,876981,0,8282
15.04.2020 10:30,15.04.2020 08:30,164377,878347,0,5466
15.04.2020 10:45,15.04.2020 08:45,164377,879632,0,5139
15.04.2020 11:00,15.04.2020 09:00,164377,881266,0,6534
15.04.2020 11:15,15.04.2020 09:15,164377,882545,0,5116
15.04.2020 11:30,15.04.2020 09:30,164377,884116,0,6285
15.04.2020 11:45,15.04.2020 09:45,164377,886248,0,8528
15.04.2020 12:00,15.04.2020 10:00,164377,888171,0,7692
15.04.2020 12:15,15.04.2020 10:15,164377,890984,0,11250
15.04.2020 12:30,15.04.2020 10:30,164377,893953,0,11874
15.04.2020 12:45,15.04.2020 10:45,164377,896573,0,10480
15.04.2020 13:00,15.04.2020 11:00,164377,898743,0,8681
15.04.2020 13:15,15.04.2020 11:15,164377,901133,0,9558
15.04.2020 13:30,15.04.2020 11:30,164377,903812,0,10716
15.04.2020 13:45,15.04.2020 11:45,164377,906513,0,10804
15.04.2020 14:00,15.04.2020 12:00,164377,909317,0,11216
15.04.2020 14:15,15.04.2020 12:15,164377,912012,0,10778
15.04.2020 14:30,15.04.2020 12:30,164377,914736,0,10894
15.04.2020 14:45,15.04.2020 12:45,164377,917218,0,9930
15.04.2020 15:00,15.04.2020 13:00,164377,919574,0,9421
15.04.2020 15:15,15.04.2020 13:15,164377,921584,0,8042
15.04.2020 15:30,15.04.2020 13:30,164377,923240,0,6624
15.04.2020 15:45,15.04.2020 13:45,164377,925434,0,8776
15.04.2020 16:00,15.04.2020 14:00,164377,927407,0,7891
15.04.2020 16:15,15.04.2020 14:15,164377,928958,0,6201
15.04.2020 16:30,15.04.2020 14:30,164377,930794,0,7346
15.04.2020 16:45,15.04.2020 14:45,164377,932447,0,6611
15.04.2020 17:00,15.04.2020 15:00,164377,934008,0,6241
15.04.2020 17:15,15.04.2020 15:15,164377,935483,0,5901
15.04.2020 17:30,15.04.2020 15:30,164377,936784,0,5205
15.04.2020 17:45,15.04.2020 15:45,164377,938003,0,4875
15.04.2020 18:00,15.04.2020 16:00,164377,939057,0,4214
15.04.2020 18:15,15.04.2020 16:15,164377,939982,0,3700
15.04.2020 18:30,15.04.2020 16:30,164377,940557,0,2300
15.04.2020 18:45,15.04.2020 16:45,164377,940858,0,1203
15.04.2020 19:00,15.04.2020 17:00,164377,940987,0,518
15.04.2020 19:15,15.04.2020 17:15,164377,941091,0,413
15.04.2020 19:30,15.04.2020 17:30,164413,941183,140,367
15.04.2020 19:45,15.04.2020 17:45,164435,941238,89,220
15.04.2020 20:00,15.04.2020 18:00,164466,941241,124,12
15.04.2020 20:15,15.04.2020 18:15,164543,941241,306,0
15.04.2020 20:30,15.04.2020 18:30,164670,941241,510,0
15.04.2020 20:45,15.04.2020 18:45,165259,941241,2352,0
15.04.2020 21:00,15.04.2020 19:00,165706,941241,1790,0
15.04.2020 21:15,15.04.2020 19:15,165816,941241,440,0
15.04.2020 21:30,15.04.2020 19:30,165967,941241,604,0
15.04.2020 21:45,15.04.2020 19:45,166076,941241,434,0
15.04.2020 22:00,15.04.2020 20:00,166191,941241,458,0
15.04.2020 22:15,15.04.2020 20:15,166298,941241,429,0
15.04.2020 22:30,15.04.2020 20:30,166429,941241,524,0
15.04.2020 22:45,15.04.2020 20:45,166520,941241,364,0
15.04.2020 23:00,15.04.2020 21:00,166611,941241,364,0
15.04.2020 23:15,15.04.2020 21:15,166678,941241,265,0
15.04.2020 23:30,15.04.2020 21:30,166749,941241,283,0
15.04.2020 23:45,15.04.2020 21:45,166807,941241,231,0
16.04.2020 00:00,15.04.2020 22:00,166871,941241,257,0
16.04.2020 00:15,15.04.2020 22:15,166953,941241,329,0
16.04.2020 00:30,15.04.2020 22:30,167021,941241,270,0
16.04.2020 00:45,15.04.2020 22:45,167085,941241,256,0
16.04.2020 01:00,15.04.2020 23:00,167155,941241,279,0
16.04.2020 01:15,15.04.2020 23:15,167216,941241,245,0
16.04.2020 01:30,15.04.2020 23:30,167289,941241,291,0
16.04.2020 01:45,15.04.2020 23:45,167357,941241,270,0
16.04.2020 02:00,16.04.2020 00:00,167416,941241,236,0
16.04.2020 02:15,16.04.2020 00:15,167481,941241,257,0
16.04.2020 02:30,16.04.2020 00:30,167545,941241,259,0
16.04.2020 02:45,16.04.2020 00:45,167628,941241,328,0
16.04.2020 03:00,16.04.2020 01:00,167693,941241,261,0
16.04.2020 03:15,16.04.2020 01:15,167753,941241,239,0
16.04.2020 03:30,16.04.2020 01:30,167817,941241,254,0
16.04.2020 03:45,16.04.2020 01:45,167870,941241,213,0
16.04.2020 04:00,16.04.2020 02:00,167950,941241,321,0
16.04.2020 04:15,16.04.2020 02:15,168065,941241,458,0
16.04.2020 04:30,16.04.2020 02:30,168144,941241,316,0
16.04.2020 04:45,16.04.2020 02:45,168225,941241,324,0
16.04.2020 05:00,16.04.2020 03:00,168292,941241,269,0
16.04.2020 05:15,16.04.2020 03:15,168397,941241,418,0
16.04.2020 05:30,16.04.2020 03:30,168479,941241,326,0
16.04.2020 05:45,16.04.2020 03:45,168559,941241,320,0
16.04.2020 06:00,16.04.2020 04:00,168629,941241,280,0
16.04.2020 06:15,16.04.2020 04:15,168720,941241,362,0
16.04.2020 06:30,16.04.2020 04:30,168969,941241,996,0
16.04.2020 06:45,16.04.2020 04:45,169021,941241,208,0
16.04.2020 07:00,16.04.2020 05:00,169072,941242,202,2
16.04.2020 07:15,16.04.2020 05:15,169145,941254,292,49
16.04.2020 07:30,16.04.2020 05:30,169155,941338,40,335
16.04.2020 07:45,16.04.2020 05:45,169155,941628,0,1161
16.04.2020 08:00,16.04.2020 06:00,169155,942043,0,1659
16.04.2020 08:15,16.04.2020 06:15,169155,942641,0,2391
16.04.2020 08:30,16.04.2020 06:30,169155,943187,0,2181
16.04.2020 08:45,16.04.2020 06:45,169155,944261,0,4296
16.04.2020 09:00,16.04.2020 07:00,169155,945177,0,3664
16.04.2020 09:15,16.04.2020 07:15,169155,946435,0,5032
16.04.2020 09:30,16.04.2020 07:30,169155,948053,0,6473
16.04.2020 09:45,16.04.2020 07:45,169155,949788,0,6937
16.04.2020 10:00,16.04.2020 08:00,169155,951634,0,7383
16.04.2020 10:15,16.04.2020 08:15,169155,953641,0,8030
16.04.2020 10:30,16.04.2020 08:30,169155,955647,0,8024
16.04.2020 10:45,16.04.2020 08:45,169155,957911,0,9053
16.04.2020 11:00,16.04.2020 09:00,169155,960226,0,9260
16.04.2020 11:15,16.04.2020 09:15,169155,962611,0,9538
16.04.2020 11:30,16.04.2020 09:30,169155,964952,0,9364
16.04.2020 11:45,16.04.2020 09:45,169155,967243,0,9163
16.04.2020 12:00,16.04.2020 10:00,169155,969622,0,9516
16.04.2020 12:15,16.04.2020 10:15,169155,971985,0,9451
16.04.2020 12:30,16.04.2020 10:30,169155,974230,0,8979
16.04.2020 12:45,16.04.2020 10:45,169155,976735,0,10022
16.04.2020 13:00,16.04.2020 11:00,169155,978970,0,8940
16.04.2020 13:15,16.04.2020 11:15,169155,981304,0,9334
16.04.2020 13:30,16.04.2020 11:30,169155,983805,0,10006
16.04.2020 13:45,16.04.2020 11:45,169155,986179,0,9495
16.04.2020 14:00,16.04.2020 12:00,169155,988613,0,9736
16.04.2020 14:15,16.04.2020 12:15,169155,990889,0,9103
16.04.2020 14:30,16.04.2020 12:30,169155,993175,0,9142
16.04.2020 14:45,16.04.2020 12:45,169155,995342,0,8669
16.04.2020 15:00,16.04.2020 13:00,169155,997331,0,7956
16.04.2020 15:15,16.04.2020 13:15,169155,999460,0,8513
16.04.2020 15:30,16.04.2020 13:30,169155,1001589,0,8516
16.04.2020 15:45,16.04.2020 13:45,169155,1003211,0,6490
16.04.2020 16:00,16.04.2020 14:00,169155,1004797,0,6342
16.04.2020 16:15,16.04.2020 14:15,169155,1006938,0,8563
16.04.2020 16:30,16.04.2020 14:30,169155,1008270,0,5326
16.04.2020 16:45,16.04.2020 14:45,169155,1009580,0,5242
16.04.2020 17:00,16.04.2020 15:00,169155,1011137,0,6228
16.04.2020 17:15,16.04.2020 15:15,169155,1012803,0,6662
16.04.2020 17:30,16.04.2020 15:30,169155,1014220,0,5669
16.04.2020 17:45,16.04.2020 15:45,169155,1015455,0,4939
16.04.2020 18:00,16.04.2020 16:00,169155,1016512,0,4227
16.04.2020 18:15,16.04.2020 16:15,169155,1017419,0,3625
16.04.2020 18:30,16.04.2020 16:30,169155,1018208,0,3157
16.04.2020 18:45,16.04.2020 16:45,169155,1018687,0,1915
16.04.2020 19:00,16.04.2020 17:00,169155,1018913,0,905
16.04.2020 19:15,16.04.2020 17:15,169155,1019009,0,382
16.04.2020 19:30,16.04.2020 17:30,169162,1019054,27,179
16.04.2020 19:45,16.04.2020 17:45,169162,1019083,1,117
16.04.2020 20:00,16.04.2020 18:00,169168,1019095,22,45
16.04.2020 20:15,16.04.2020 18:15,169222,1019095,215,0
16.04.2020 20:30,16.04.2020 18:30,169590,1019095,1474,0
16.04.2020 20:45,16.04.2020 18:45,170037,1019095,1786,0
16.04.2020 21:00,16.04.2020 19:00,170437,1019095,1598,0
16.04.2020 21:15,16.04.2020 19:15,170549,1019095,450,0
16.04.2020 21:30,16.04.2020 19:30,170688,1019095,553,0
16.04.2020 21:45,16.04.2020 19:45,170784,1019095,383,0
16.04.2020 22:00,16.04.2020 20:00,170926,1019095,568,0
16.04.2020 22:15,16.04.2020 20:15,171045,1019095,479,0
16.04.2020 22:30,16.04.2020 20:30,171095,1019095,198,0
16.04.2020 22:45,16.04.2020 20:45,171154,1019095,234,0
16.04.2020 23:00,16.04.2020 21:00,171204,1019095,200,0
16.04.2020 23:15,16.04.2020 21:15,171270,1019095,263,0
16.04.2020 23:30,16.04.2020 21:30,171338,1019095,273,0
16.04.2020 23:45,16.04.2020 21:45,171397,1019095,237,0
17.04.2020 00:00,16.04.2020 22:00,171458,1019095,241,0
